2025-09-04 02:45:40 | [INFO] device=cuda:0 ddp=True world_size=2 arch=resnet18 modality=raw
2025-09-04 02:45:40 | [INFO] GPU=NVIDIA GeForce GTX 1080 Ti CC=(6, 1)
2025-09-04 02:45:40 | [INFO] Mixed precision DISABLED (accuracy-first).
2025-09-04 09:02:24 | [06/12] step 01700/01853 loss=0.29457 | 81.9 img/s
2025-09-04 09:05:39 | [06/12] step 01800/01853 loss=0.30446 | 81.9 img/s
2025-09-04 09:07:22 | [06/12] step 01853/01853 loss=0.29583 | 81.9 img/s
2025-09-04 09:08:07 | [VAL 06] loss=17.05539 acc=2.74% prec1=0.0274 recall1=1.0000 f1=0.0534 TP=1635 FP=58008 TN=0 FN=0
2025-09-04 09:11:23 | [07/12] step 00100/01853 loss=0.70921 | 81.6 img/s
2025-09-04 09:14:39 | [07/12] step 00200/01853 loss=0.54784 | 81.7 img/s
2025-09-04 09:17:54 | [07/12] step 00300/01853 loss=0.40669 | 81.8 img/s
2025-09-04 09:21:10 | [07/12] step 00400/01853 loss=0.35181 | 81.8 img/s
2025-09-04 09:24:25 | [07/12] step 00500/01853 loss=0.36993 | 81.8 img/s
2025-09-04 09:27:41 | [07/12] step 00600/01853 loss=0.32897 | 81.8 img/s
2025-09-04 09:30:56 | [07/12] step 00700/01853 loss=0.29614 | 81.8 img/s
2025-09-04 09:34:11 | [07/12] step 00800/01853 loss=0.30009 | 81.8 img/s
2025-09-04 09:37:27 | [07/12] step 00900/01853 loss=0.28919 | 81.8 img/s
2025-09-04 09:40:42 | [07/12] step 01000/01853 loss=0.27708 | 81.8 img/s
2025-09-04 09:43:58 | [07/12] step 01100/01853 loss=0.27503 | 81.8 img/s
2025-09-04 09:47:13 | [07/12] step 01200/01853 loss=0.27169 | 81.9 img/s
2025-09-04 09:50:29 | [07/12] step 01300/01853 loss=0.26723 | 81.9 img/s
2025-09-04 09:53:44 | [07/12] step 01400/01853 loss=0.26666 | 81.9 img/s
2025-09-04 09:56:59 | [07/12] step 01500/01853 loss=0.26245 | 81.9 img/s
2025-09-04 10:00:15 | [07/12] step 01600/01853 loss=0.26669 | 81.9 img/s
2025-09-04 10:03:30 | [07/12] step 01700/01853 loss=0.27217 | 81.9 img/s
2025-09-04 10:06:46 | [07/12] step 01800/01853 loss=0.27770 | 81.9 img/s
2025-09-04 10:08:29 | [07/12] step 01853/01853 loss=0.26979 | 81.9 img/s
2025-09-04 10:09:14 | [VAL 07] loss=14.76640 acc=2.74% prec1=0.0274 recall1=1.0000 f1=0.0534 TP=1635 FP=58008 TN=0 FN=0
2025-09-04 10:12:30 | [08/12] step 00100/01853 loss=0.68045 | 81.6 img/s
2025-09-04 10:15:46 | [08/12] step 00200/01853 loss=0.53338 | 81.7 img/s
2025-09-04 10:19:01 | [08/12] step 00300/01853 loss=0.38883 | 81.8 img/s
2025-09-04 10:22:16 | [08/12] step 00400/01853 loss=0.34134 | 81.8 img/s
2025-09-04 10:25:32 | [08/12] step 00500/01853 loss=0.37286 | 81.8 img/s
2025-09-04 10:28:47 | [08/12] step 00600/01853 loss=0.33430 | 81.8 img/s
2025-09-04 10:32:03 | [08/12] step 00700/01853 loss=0.30167 | 81.8 img/s
2025-09-04 10:35:18 | [08/12] step 00800/01853 loss=0.30621 | 81.8 img/s
2025-09-04 10:38:34 | [08/12] step 00900/01853 loss=0.29465 | 81.8 img/s
2025-09-04 10:41:49 | [08/12] step 01000/01853 loss=0.28257 | 81.8 img/s
2025-09-04 10:45:04 | [08/12] step 01100/01853 loss=0.28174 | 81.8 img/s
2025-09-04 10:48:20 | [08/12] step 01200/01853 loss=0.27794 | 81.8 img/s
2025-09-04 10:51:35 | [08/12] step 01300/01853 loss=0.27038 | 81.8 img/s
2025-09-04 10:54:51 | [08/12] step 01400/01853 loss=0.26701 | 81.8 img/s
2025-09-04 10:58:06 | [08/12] step 01500/01853 loss=0.26190 | 81.9 img/s
2025-09-04 11:01:22 | [08/12] step 01600/01853 loss=0.26666 | 81.9 img/s
2025-09-04 11:04:37 | [08/12] step 01700/01853 loss=0.27187 | 81.9 img/s
2025-09-04 11:07:53 | [08/12] step 01800/01853 loss=0.27443 | 81.9 img/s
2025-09-04 11:09:36 | [08/12] step 01853/01853 loss=0.26662 | 81.9 img/s
2025-09-04 11:10:21 | [VAL 08] loss=13.06111 acc=2.74% prec1=0.0274 recall1=1.0000 f1=0.0534 TP=1635 FP=58008 TN=0 FN=0
2025-09-04 11:10:21 | [CKPT] Saved best → /home/ana/Downloads/Ana/satelite/models/resnet/raw/best.pt (recall1=1.0000, loss=13.06111)
2025-09-04 11:13:37 | [09/12] step 00100/01853 loss=0.64234 | 81.6 img/s
2025-09-04 11:16:52 | [09/12] step 00200/01853 loss=0.49327 | 81.7 img/s
2025-09-04 11:20:08 | [09/12] step 00300/01853 loss=0.35819 | 81.8 img/s
2025-09-04 11:23:23 | [09/12] step 00400/01853 loss=0.32352 | 81.8 img/s
2025-09-04 11:26:39 | [09/12] step 00500/01853 loss=0.35721 | 81.8 img/s
2025-09-04 11:29:54 | [09/12] step 00600/01853 loss=0.31818 | 81.8 img/s
2025-09-04 11:33:10 | [09/12] step 00700/01853 loss=0.28420 | 81.8 img/s
2025-09-04 11:36:25 | [09/12] step 00800/01853 loss=0.27974 | 81.8 img/s
2025-09-04 11:39:40 | [09/12] step 00900/01853 loss=0.26749 | 81.8 img/s
2025-09-04 11:42:56 | [09/12] step 01000/01853 loss=0.25341 | 81.8 img/s
2025-09-04 11:46:11 | [09/12] step 01100/01853 loss=0.24982 | 81.8 img/s
2025-09-04 11:49:27 | [09/12] step 01200/01853 loss=0.24900 | 81.8 img/s
2025-09-04 11:52:42 | [09/12] step 01300/01853 loss=0.24483 | 81.8 img/s
2025-09-04 11:55:58 | [09/12] step 01400/01853 loss=0.24147 | 81.9 img/s
2025-09-04 11:59:13 | [09/12] step 01500/01853 loss=0.23712 | 81.9 img/s
2025-09-04 12:02:28 | [09/12] step 01600/01853 loss=0.24208 | 81.9 img/s
2025-09-04 12:05:44 | [09/12] step 01700/01853 loss=0.24609 | 81.9 img/s
2025-09-04 12:08:59 | [09/12] step 01800/01853 loss=0.24867 | 81.9 img/s
2025-09-04 12:10:42 | [09/12] step 01853/01853 loss=0.24160 | 81.9 img/s
2025-09-04 12:11:27 | [VAL 09] loss=12.66725 acc=2.74% prec1=0.0274 recall1=1.0000 f1=0.0534 TP=1635 FP=58008 TN=0 FN=0
2025-09-04 12:11:28 | [CKPT] Saved best → /home/ana/Downloads/Ana/satelite/models/resnet/raw/best.pt (recall1=1.0000, loss=12.66725)
2025-09-04 12:14:44 | [10/12] step 00100/01853 loss=0.75866 | 81.6 img/s
2025-09-04 12:17:59 | [10/12] step 00200/01853 loss=0.52802 | 81.7 img/s
2025-09-04 12:21:15 | [10/12] step 00300/01853 loss=0.38172 | 81.8 img/s
2025-09-04 12:24:30 | [10/12] step 00400/01853 loss=0.32549 | 81.8 img/s
2025-09-04 12:27:45 | [10/12] step 00500/01853 loss=0.34938 | 81.8 img/s
2025-09-04 12:31:01 | [10/12] step 00600/01853 loss=0.30796 | 81.8 img/s
2025-09-04 12:34:16 | [10/12] step 00700/01853 loss=0.27286 | 81.8 img/s
2025-09-04 12:37:32 | [10/12] step 00800/01853 loss=0.26460 | 81.8 img/s
2025-09-04 12:40:47 | [10/12] step 00900/01853 loss=0.25048 | 81.8 img/s
2025-09-04 12:44:02 | [10/12] step 01000/01853 loss=0.23568 | 81.8 img/s
2025-09-04 12:47:18 | [10/12] step 01100/01853 loss=0.23073 | 81.8 img/s
2025-09-04 12:50:33 | [10/12] step 01200/01853 loss=0.22511 | 81.9 img/s
2025-09-04 12:53:49 | [10/12] step 01300/01853 loss=0.21697 | 81.9 img/s
2025-09-04 12:57:04 | [10/12] step 01400/01853 loss=0.21551 | 81.9 img/s
2025-09-04 13:00:20 | [10/12] step 01500/01853 loss=0.21116 | 81.9 img/s
2025-09-04 13:03:35 | [10/12] step 01600/01853 loss=0.21878 | 81.9 img/s
2025-09-04 13:06:51 | [10/12] step 01700/01853 loss=0.22370 | 81.9 img/s
2025-09-04 13:10:06 | [10/12] step 01800/01853 loss=0.22471 | 81.9 img/s
2025-09-04 13:11:49 | [10/12] step 01853/01853 loss=0.21832 | 81.9 img/s
